,p_c,p_m,pop_size,Error
0,0.9,0.05,10.0,5992318.5049407715
1,0.9,0.05,20.0,5956732.4137536185
2,0.9,0.05,30.0,5981048.015035043
3,0.9,0.05,40.0,5976851.093596578
4,0.9,0.05,50.0,5951711.69509057
5,0.9,0.01,50.0,5989322.575835367
6,0.9,0.02,50.0,5977818.606213856
7,0.9,0.03,50.0,5970363.777595882
8,0.9,0.04,50.0,5984417.798741639
9,0.9,0.05,50.0,5985063.176350774
10,0.75,0.03,50.0,5982867.166328137
11,0.8,0.03,50.0,5965007.778647997
12,0.85,0.03,50.0,5988434.477615132
13,0.9,0.03,50.0,5969992.597070549
14,0.95,0.03,50.0,5979417.470622691
