,p_c,p_m,pop_size,Error
0,0.9,0.01,10.0,7197454.447343591
1,0.9,0.01,20.0,7166618.703750573
2,0.9,0.01,30.0,7168376.48581137
3,0.9,0.01,40.0,7182096.076559077
4,0.9,0.01,50.0,7173299.383791638
5,0.85,0.01,20.0,7194124.03998893
6,0.85,0.02,20.0,7164071.951760852
7,0.85,0.03,20.0,7091575.14379853
8,0.85,0.04,20.0,7162840.720835996
9,0.85,0.05,20.0,7176111.50138064
10,0.75,0.03,20.0,7173017.451623845
11,0.8,0.03,20.0,7180549.657310411
12,0.85,0.03,20.0,7175211.170837145
13,0.9,0.03,20.0,7181954.662077631
14,0.95,0.03,20.0,7154798.4399775565
