,p_c,p_m,pop_size,Error
0,0.75,0.05,50.0,6868361.503237112
1,0.8,0.05,50.0,6866751.143435111
2,0.85,0.05,50.0,6827206.2252017455
3,0.9,0.05,50.0,6821961.019104988
4,0.95,0.05,50.0,6889372.207466523
5,0.9,0.02,10.0,6981292.993256276
6,0.9,0.02,20.0,6927437.786779572
7,0.9,0.02,30.0,6914948.393956819
8,0.9,0.02,40.0,6907251.07616021
9,0.9,0.02,50.0,6892455.526529744
10,0.9,0.01,50.0,6959941.094501566
11,0.9,0.02,50.0,6933599.682937704
12,0.9,0.03,50.0,6959859.83086901
13,0.9,0.04,50.0,6904894.242784475
14,0.9,0.05,50.0,6826960.886118224
