,p_c,p_m,pop_size,Error
0,0.9,0.01,10.0,6005914.017189232
1,0.9,0.01,20.0,6011440.465348706
2,0.9,0.01,30.0,5999244.130815386
3,0.9,0.01,40.0,6012242.859756368
4,0.9,0.01,50.0,5999845.624195922
5,0.8,0.01,30.0,6004531.422604421
6,0.8,0.02,30.0,5976299.411910259
7,0.8,0.03,30.0,5943697.578357011
8,0.8,0.04,30.0,5976905.7567103235
9,0.8,0.05,30.0,5980541.1476875525
10,0.75,0.03,30.0,6004882.150323374
11,0.8,0.03,30.0,5989871.50756991
12,0.85,0.03,30.0,5966286.972663533
13,0.9,0.03,30.0,5982086.592908699
14,0.95,0.03,30.0,5987878.484641517
