,p_c,p_m,pop_size,Error
0,0.75,0.03,10.0,7010063.54223997
1,0.8,0.03,10.0,7071949.334011106
2,0.85,0.03,10.0,7007971.59432096
3,0.9,0.03,10.0,7058838.319034975
4,0.95,0.03,10.0,7005613.8482490685
5,0.95,0.02,10.0,7003058.077413875
6,0.95,0.02,20.0,7047319.525377888
7,0.95,0.02,30.0,6954242.831226578
8,0.95,0.02,40.0,6983497.265348959
9,0.95,0.02,50.0,7008510.388244354
10,0.95,0.01,30.0,7066102.515624733
11,0.95,0.02,30.0,6977675.842334318
12,0.95,0.03,30.0,6994110.6097690575
13,0.95,0.04,30.0,6947982.942748875
14,0.95,0.05,30.0,6955421.480580737
