,p_c,p_m,pop_size,Error
0,0.75,0.01,10.0,6955785.771843407
1,0.75,0.02,10.0,6950399.746852114
2,0.75,0.03,10.0,6869389.109100542
3,0.75,0.04,10.0,6935299.697809814
4,0.75,0.05,10.0,6932155.655077893
5,0.9,0.03,10.0,6935245.296699048
6,0.9,0.03,20.0,6930629.0970387375
7,0.9,0.03,30.0,6923076.176216901
8,0.9,0.03,40.0,6925665.195407944
9,0.9,0.03,50.0,6928382.6551893335
10,0.75,0.03,30.0,6904912.317130986
11,0.8,0.03,30.0,6928770.481967587
12,0.85,0.03,30.0,6935426.509115472
13,0.9,0.03,30.0,6923240.913910701
14,0.95,0.03,30.0,6898465.17994684
