,p_c,p_m,pop_size,Error
0,0.85,0.04,10.0,7113100.092302729
1,0.85,0.04,20.0,7095436.270566286
2,0.85,0.04,30.0,7120191.402492724
3,0.85,0.04,40.0,7104002.627530008
4,0.85,0.04,50.0,7125092.57950684
5,0.9,0.01,20.0,7140851.352314455
6,0.9,0.02,20.0,7121634.756287734
7,0.9,0.03,20.0,7137706.712043074
8,0.9,0.04,20.0,7123466.025090932
9,0.9,0.05,20.0,7128657.279097048
10,0.75,0.02,20.0,7139874.004163241
11,0.8,0.02,20.0,7145974.530911912
12,0.85,0.02,20.0,7132069.726604231
13,0.9,0.02,20.0,7119225.053939408
14,0.95,0.02,20.0,7124328.451799924
