,p_c,p_m,pop_size,Error
0,0.85,0.04,10.0,7285436.6564033255
1,0.85,0.04,20.0,7278440.438445317
2,0.85,0.04,30.0,7261334.515429859
3,0.85,0.04,40.0,7269657.157800864
4,0.85,0.04,50.0,7257773.384576099
5,0.8,0.01,50.0,7280506.901665869
6,0.8,0.02,50.0,7279749.781978727
7,0.8,0.03,50.0,7234314.926696752
8,0.8,0.04,50.0,7248524.354642723
9,0.8,0.05,50.0,7210530.272024338
10,0.75,0.05,50.0,7252644.954057735
11,0.8,0.05,50.0,7266099.778837073
12,0.85,0.05,50.0,7270855.793057403
13,0.9,0.05,50.0,7269193.813911946
14,0.95,0.05,50.0,7271333.018059458
