,p_c,p_m,pop_size,Error
0,0.75,0.02,10.0,6019801.400482233
1,0.75,0.02,20.0,5959782.806502348
2,0.75,0.02,30.0,6021858.284059347
3,0.75,0.02,40.0,6023436.003486408
4,0.75,0.02,50.0,5961046.937090697
5,0.75,0.05,20.0,6023678.99095246
6,0.8,0.05,20.0,6025287.482105135
7,0.85,0.05,20.0,6020573.446598867
8,0.9,0.05,20.0,6024655.018322537
9,0.95,0.05,20.0,5982575.195432067
10,0.95,0.01,20.0,6033969.289185513
11,0.95,0.02,20.0,6012185.8067014655
12,0.95,0.03,20.0,6027670.4996887045
13,0.95,0.04,20.0,6041791.429822898
14,0.95,0.05,20.0,6006031.621843458
