,p_w,p_c,pop_size,Error
0,0.5,1.3,10.0,6017936.912274418
1,0.5,1.5,10.0,6014872.211500575
2,0.5,1.7,10.0,6009076.055613882
3,0.5,1.9,10.0,6014114.419806562
4,0.5,2.1,10.0,6012177.874730674
5,0.1,1.7,10.0,6020429.464516905
6,0.1,1.7,20.0,6014356.798466617
7,0.1,1.7,30.0,6014529.206009568
8,0.1,1.7,40.0,6006976.58358819
9,0.1,1.7,50.0,6008368.820044032
10,0.1,1.7,40.0,6004511.777289558
11,0.3,1.7,40.0,6010289.295881153
12,0.5,1.7,40.0,6014611.058347507
13,0.7,1.7,40.0,6011800.734843562
14,0.9,1.7,40.0,6006029.999818204
