,p_c,p_m,pop_size,Error
0,0.75,0.03,30.0,399303.7821409473
1,0.9,0.05,50.0,401063.30306994874
2,0.95,0.03,20.0,445716.2498248498
3,0.85,0.04,50.0,481462.6680094921
4,0.9,0.02,20.0,494092.4771813677
5,0.85,0.04,30.0,680939.3264742513
6,0.9,0.04,50.0,1114496.3682593142
7,0.8,0.03,50.0,1594799.243475666
8,0.85,0.05,50.0,1641841.6526678936
9,0.75,0.05,50.0,340399.8288174003
