,p_c,p_m,pop_size,Error
0,0.75,0.01,30.0,6793239.604214126
1,0.75,0.02,30.0,6823985.646885847
2,0.75,0.03,30.0,6732002.239820871
3,0.75,0.04,30.0,6794889.488158268
4,0.75,0.05,30.0,6682654.253061265
5,0.95,0.05,10.0,6779979.643680929
6,0.95,0.05,20.0,6742435.013179891
7,0.95,0.05,30.0,6729164.778331058
8,0.95,0.05,40.0,6697257.976133716
9,0.95,0.05,50.0,6595635.04651444
10,0.75,0.05,50.0,6598851.635884708
11,0.8,0.05,50.0,6679712.496579755
12,0.85,0.05,50.0,6617303.731607958
13,0.9,0.05,50.0,6729005.648965975
14,0.95,0.05,50.0,6656428.206874633
