,p_c,p_m,pop_size,Error
0,0.85,0.01,20.0,6008268.665703284
1,0.85,0.02,20.0,6028062.883857427
2,0.85,0.03,20.0,5992583.7148011895
3,0.85,0.04,20.0,6016673.449213791
4,0.85,0.05,20.0,6021734.959669938
5,0.9,0.03,10.0,6049832.130280232
6,0.9,0.03,20.0,6010943.662811905
7,0.9,0.03,30.0,6022575.839949601
8,0.9,0.03,40.0,6000674.843013716
9,0.9,0.03,50.0,5992803.462352765
10,0.75,0.03,50.0,6021846.119300518
11,0.8,0.03,50.0,6025552.205243943
12,0.85,0.03,50.0,6018355.726266831
13,0.9,0.03,50.0,6002559.568343042
14,0.95,0.03,50.0,6013292.848911553
