,p_c,p_m,pop_size,Error
0,0.95,0.04,10.0,7226900.504943207
1,0.95,0.04,20.0,7227212.957314283
2,0.95,0.04,30.0,7238807.644525594
3,0.95,0.04,40.0,7219636.991353935
4,0.95,0.04,50.0,7217445.124966765
5,0.8,0.01,50.0,7218545.31837092
6,0.8,0.02,50.0,7241103.000902247
7,0.8,0.03,50.0,7227487.68744454
8,0.8,0.04,50.0,7230293.0301401615
9,0.8,0.05,50.0,7212886.6829027245
10,0.75,0.05,50.0,7194974.617474064
11,0.8,0.05,50.0,7216746.317990538
12,0.85,0.05,50.0,7206317.149644377
13,0.9,0.05,50.0,7203651.903504726
14,0.95,0.05,50.0,7208065.290610371
