,p_c,p_m,pop_size,Error
0,0.75,0.02,10,7228383.183225125
1,0.8,0.02,10,7234394.093082798
2,0.85,0.02,10,7226243.229611986
3,0.9,0.02,10,7252632.401125421
4,0.95,0.02,10,7245904.298283084
5,0.85,0.01,30,7237709.985319342
6,0.85,0.02,30,7226988.9713924695
7,0.85,0.03,30,7201248.339347209
8,0.85,0.04,30,7190143.696210707
9,0.85,0.05,30,7203162.62750607
10,0.85,0.04,10,7237523.727650126
11,0.85,0.04,20,7235755.168165094
12,0.85,0.04,30,7206816.821945266
13,0.85,0.04,40,7210463.49921661
14,0.85,0.04,50,7222915.188633812
