,p_w,p_c,pop_size,Error
0,0.9,2.1,40.0,403220.4431207964
1,0.1,1.3,50.0,406408.6398932088
2,0.7,2.1,50.0,448980.44427224074
3,0.9,2.1,40.0,486210.86483540444
4,0.1,2.1,50.0,496536.9528590665
5,0.7,1.7,50.0,682978.4158377781
6,0.3,1.9,50.0,1122568.6405829422
7,0.1,2.1,50.0,1602727.4202542263
8,0.9,1.3,50.0,1645719.2794392128
9,0.5,1.3,30.0,344187.50334182655
