,p_c,p_m,pop_size,Error
0,0.85,0.01,20.0,6932147.470164977
1,0.85,0.02,20.0,6907324.112656077
2,0.85,0.03,20.0,6945200.5503044
3,0.85,0.04,20.0,6948495.021062775
4,0.85,0.05,20.0,6952724.208364944
5,0.8,0.02,10.0,6949843.786153157
6,0.8,0.02,20.0,6950847.469977291
7,0.8,0.02,30.0,6939553.607416281
8,0.8,0.02,40.0,6944551.958505662
9,0.8,0.02,50.0,6935629.197230743
10,0.75,0.02,50.0,6954782.440412578
11,0.8,0.02,50.0,6940033.492745641
12,0.85,0.02,50.0,6915137.908071511
13,0.9,0.02,50.0,6955708.849824237
14,0.95,0.02,50.0,6928089.886160159
