,p_c,p_m,pop_size,Error
0,0.95,0.01,10.0,6955340.047126052
1,0.95,0.01,20.0,6958646.0758374855
2,0.95,0.01,30.0,6915334.904311172
3,0.95,0.01,40.0,6953519.692198627
4,0.95,0.01,50.0,6947974.557513373
5,0.75,0.01,30.0,6954673.100753956
6,0.75,0.02,30.0,6944524.1786908675
7,0.75,0.03,30.0,6946292.8937048605
8,0.75,0.04,30.0,6920162.39446094
9,0.75,0.05,30.0,6967356.46938754
10,0.75,0.04,30.0,6942807.486077624
11,0.8,0.04,30.0,6947016.042678266
12,0.85,0.04,30.0,6914720.896712647
13,0.9,0.04,30.0,6920183.688019153
14,0.95,0.04,30.0,6937035.157455125
