,p_c,p_m,pop_size,Error
0,0.85,0.01,20.0,7226817.256980829
1,0.85,0.02,20.0,7235459.945205013
2,0.85,0.03,20.0,7228509.803812645
3,0.85,0.04,20.0,7209632.507258049
4,0.85,0.05,20.0,7204780.96059957
5,0.95,0.05,10.0,7209317.956297182
6,0.95,0.05,20.0,7194158.428278187
7,0.95,0.05,30.0,7208293.1805159105
8,0.95,0.05,40.0,7170668.565116762
9,0.95,0.05,50.0,7207788.416801555
10,0.75,0.05,40.0,7202202.726028242
11,0.8,0.05,40.0,7171555.315856741
12,0.85,0.05,40.0,7194872.471126557
13,0.9,0.05,40.0,7204562.502265409
14,0.95,0.05,40.0,7189497.285969118
