,p_c,p_m,pop_size,Error
0,0.75,0.03,10.0,6048043.562125455
1,0.75,0.03,20.0,6024410.14023441
2,0.75,0.03,30.0,6021512.960161665
3,0.75,0.03,40.0,6002896.474328547
4,0.75,0.03,50.0,5976523.99579355
5,0.95,0.01,50.0,6034572.206614083
6,0.95,0.02,50.0,6017018.312403294
7,0.95,0.03,50.0,5984905.789751237
8,0.95,0.04,50.0,5996091.11467238
9,0.95,0.05,50.0,6007335.867089255
10,0.75,0.03,50.0,6027274.805571053
11,0.8,0.03,50.0,5988326.80512064
12,0.85,0.03,50.0,6022230.689733902
13,0.9,0.03,50.0,5992522.055695259
14,0.95,0.03,50.0,6016562.179330304
