,p_c,p_m,pop_size,Error
0,0.75,0.02,20,7285891.047796382
1,0.8,0.02,20,7279961.364080448
2,0.85,0.02,20,7284546.5065471595
3,0.9,0.02,20,7303898.42456909
4,0.95,0.02,20,7311591.835961623
5,0.8,0.01,20,7319692.753058129
6,0.8,0.02,20,7292627.141309957
7,0.8,0.03,20,7223216.022949831
8,0.8,0.04,20,7247740.522676567
9,0.8,0.05,20,7300564.8853902565
10,0.8,0.03,10,7304901.672571208
11,0.8,0.03,20,7308854.189412008
12,0.8,0.03,30,7239772.967562415
13,0.8,0.03,40,7287388.5970120765
14,0.8,0.03,50,7268547.5922672115
