,p_c,p_m,pop_size,Error
0,0.75,0.03,50,5980325.38989831
1,0.8,0.03,50,5975455.388127955
2,0.85,0.03,50,5991776.263703564
3,0.9,0.03,50,5957720.847900493
4,0.95,0.03,50,5973729.638244903
5,0.9,0.01,10,6014547.77264221
6,0.9,0.02,10,5997086.631046244
7,0.9,0.03,10,6002589.725746983
8,0.9,0.04,10,5995454.046908712
9,0.9,0.05,10,5998208.877111613
10,0.9,0.04,10,5999527.458098432
11,0.9,0.04,20,5933397.594499701
12,0.9,0.04,30,5978011.345367989
13,0.9,0.04,40,6000156.594008631
14,0.9,0.04,50,5955448.123922834
