,p_w,p_c,pop_size,Error
0,0.3,1.3,30.0,7249619.700152284
1,0.3,1.5,30.0,7258176.923000821
2,0.3,1.7,30.0,7256791.58045006
3,0.3,1.9,30.0,7256592.638000541
4,0.3,2.1,30.0,7257197.069743215
5,0.3,1.3,10.0,7268390.437423327
6,0.3,1.3,20.0,7253424.4397855485
7,0.3,1.3,30.0,7253954.413417178
8,0.3,1.3,40.0,7256791.981678364
9,0.3,1.3,50.0,7253776.777399532
10,0.1,1.3,20.0,7253151.81191703
11,0.3,1.3,20.0,7250588.788846652
12,0.5,1.3,20.0,7253361.174118932
13,0.7,1.3,20.0,7260370.68460636
14,0.9,1.3,20.0,7257074.402378343
