,p_c,p_m,pop_size,Error
0,0.95,0.01,50.0,7221002.601058312
1,0.95,0.02,50.0,7202931.658314734
2,0.95,0.03,50.0,7229181.574230202
3,0.95,0.04,50.0,7183999.77049726
4,0.95,0.05,50.0,7189939.244030752
5,0.85,0.04,10.0,7229284.618360071
6,0.85,0.04,20.0,7229824.128918985
7,0.85,0.04,30.0,7215159.147667424
8,0.85,0.04,40.0,7190041.0186583195
9,0.85,0.04,50.0,7208259.56701833
10,0.75,0.04,40.0,7164993.330140981
11,0.8,0.04,40.0,7187770.167768978
12,0.85,0.04,40.0,7198924.836036084
13,0.9,0.04,40.0,7194063.037374745
14,0.95,0.04,40.0,7219891.832526591
