,p_c,p_m,pop_size,Error
0,0.8,0.01,20.0,7142158.732221584
1,0.8,0.02,20.0,7132596.922213895
2,0.8,0.03,20.0,7146094.821106033
3,0.8,0.04,20.0,7127457.769083764
4,0.8,0.05,20.0,7118453.787389074
5,0.8,0.05,10.0,7113174.956680956
6,0.8,0.05,20.0,7127272.583054514
7,0.8,0.05,30.0,7134415.275806835
8,0.8,0.05,40.0,7106348.634114154
9,0.8,0.05,50.0,7101190.261498972
10,0.75,0.05,50.0,7097676.82946507
11,0.8,0.05,50.0,7089021.030575455
12,0.85,0.05,50.0,7126111.29817981
13,0.9,0.05,50.0,7084933.500409857
14,0.95,0.05,50.0,7112566.945727043
