,p_c,p_m,pop_size,Error
0,0.95,0.03,10.0,6520733.577085274
1,0.95,0.03,20.0,6529329.468817256
2,0.95,0.03,30.0,6470401.1784087615
3,0.95,0.03,40.0,6496722.522460048
4,0.95,0.03,50.0,6511353.928642823
5,0.8,0.01,30.0,6534320.274755014
6,0.8,0.02,30.0,6519612.825925349
7,0.8,0.03,30.0,6487854.439770608
8,0.8,0.04,30.0,6503960.3986418415
9,0.8,0.05,30.0,6507003.530701911
10,0.75,0.03,30.0,6507024.336351554
11,0.8,0.03,30.0,6501968.289247007
12,0.85,0.03,30.0,6512864.176726588
13,0.9,0.03,30.0,6496156.569419535
14,0.95,0.03,30.0,6522881.962862473
