,p_c,p_m,pop_size,Error
0,0.75,0.03,40.0,5896122.717832436
1,0.8,0.03,40.0,5841677.20241982
2,0.85,0.03,40.0,5848758.990369376
3,0.9,0.03,40.0,5817172.4209883
4,0.95,0.03,40.0,5884487.886804678
5,0.9,0.04,10.0,5822799.664707445
6,0.9,0.04,20.0,5867656.944375298
7,0.9,0.04,30.0,5894572.110030346
8,0.9,0.04,40.0,5777001.163741697
9,0.9,0.04,50.0,5743755.097759071
10,0.9,0.01,50.0,5869593.7121033585
11,0.9,0.02,50.0,5832094.50776269
12,0.9,0.03,50.0,5714180.903135942
13,0.9,0.04,50.0,5830434.205823466
14,0.9,0.05,50.0,5829426.503916307
