,p_c,p_m,pop_size,Error
0,0.85,0.04,30.0,401821.9717942437
1,0.9,0.04,50.0,400812.2881660161
2,0.95,0.04,50.0,447513.95036651054
3,0.75,0.05,50.0,482950.01543409296
4,0.75,0.03,20.0,494169.14035057917
5,0.95,0.05,20.0,681304.7935259315
6,0.75,0.02,20.0,1115987.3839125568
7,0.95,0.05,20.0,1599710.1741830767
8,0.75,0.05,20.0,1646528.4770921827
9,0.85,0.04,20.0,341884.83247690497
