,p_c,p_m,pop_size,Error
0,0.95,0.01,50.0,7022581.447332905
1,0.95,0.02,50.0,7029065.585148063
2,0.95,0.03,50.0,6872283.53692742
3,0.95,0.04,50.0,6913812.057710468
4,0.95,0.05,50.0,6987780.266871587
5,0.85,0.03,10.0,7035160.283445133
6,0.85,0.03,20.0,7076051.938658868
7,0.85,0.03,30.0,6958432.4864603095
8,0.85,0.03,40.0,6955908.127776312
9,0.85,0.03,50.0,6954267.728352941
10,0.75,0.03,50.0,6935198.813699381
11,0.8,0.03,50.0,6991019.843057349
12,0.85,0.03,50.0,6972686.522532206
13,0.9,0.03,50.0,6973607.32439149
14,0.95,0.03,50.0,7038646.933304715
