,p_c,p_m,pop_size,Error
0,0.95,0.05,40.0,344709.4024225645
1,0.8,0.05,30.0,380210.1419327335
2,0.95,0.04,30.0,426290.762794772
3,0.9,0.05,50.0,434825.93915202044
4,0.9,0.05,20.0,469055.48151759774
5,0.9,0.05,30.0,618521.0215898779
6,0.9,0.04,30.0,977579.0729799292
7,0.9,0.03,50.0,1473617.1918387208
8,0.75,0.03,20.0,1580770.7722707118
9,0.9,0.05,20.0,310388.2282135548
