,p_c,p_m,pop_size,Error
0,0.8,0.02,10.0,5933218.361601244
1,0.8,0.02,20.0,5927932.959935646
2,0.8,0.02,30.0,5899505.400418358
3,0.8,0.02,40.0,5779765.6643504035
4,0.8,0.02,50.0,5908095.775227237
5,0.8,0.01,40.0,5879229.699686255
6,0.8,0.02,40.0,5858946.707457808
7,0.8,0.03,40.0,5866217.39471658
8,0.8,0.04,40.0,5859870.189870705
9,0.8,0.05,40.0,5810186.091248
10,0.75,0.05,40.0,5844584.016852653
11,0.8,0.05,40.0,5799575.25747577
12,0.85,0.05,40.0,5847514.463746446
13,0.9,0.05,40.0,5827004.7832497
14,0.95,0.05,40.0,5847164.082475916
