,p_c,p_m,pop_size,Error
0,0.8,0.04,10.0,7299531.889092763
1,0.8,0.04,20.0,7285324.560522235
2,0.8,0.04,30.0,7294898.384915683
3,0.8,0.04,40.0,7286416.794083814
4,0.8,0.04,50.0,7286548.138719876
5,0.9,0.01,20.0,7310448.027086077
6,0.9,0.02,20.0,7286148.48866871
7,0.9,0.03,20.0,7304295.245001404
8,0.9,0.04,20.0,7287703.080980782
9,0.9,0.05,20.0,7284013.814455165
10,0.75,0.05,20.0,7291996.523795232
11,0.8,0.05,20.0,7304324.837089287
12,0.85,0.05,20.0,7311891.705126124
13,0.9,0.05,20.0,7311513.1103991335
14,0.95,0.05,20.0,7294762.964507645
