,p_w,p_c,pop_size,Error
0,0.5,1.3,20.0,7161146.40876693
1,0.5,1.5,20.0,7160017.563801199
2,0.5,1.7,20.0,7161271.3021570975
3,0.5,1.9,20.0,7161334.464739895
4,0.5,2.1,20.0,7161000.151077142
5,0.5,1.5,10.0,7160930.9725019755
6,0.5,1.5,20.0,7164069.481647479
7,0.5,1.5,30.0,7162604.051706159
8,0.5,1.5,40.0,7160843.4038323285
9,0.5,1.5,50.0,7157409.791050413
10,0.1,1.5,50.0,7159306.318717144
11,0.3,1.5,50.0,7162070.14560932
12,0.5,1.5,50.0,7157965.748584111
13,0.7,1.5,50.0,7161707.140482363
14,0.9,1.5,50.0,7157371.292221306
