,p_c,p_m,pop_size,Error
0,0.9,0.03,10.0,6499092.369961861
1,0.9,0.03,20.0,6502989.747633493
2,0.9,0.03,30.0,6495606.604957568
3,0.9,0.03,40.0,6497311.116300207
4,0.9,0.03,50.0,6494223.010177179
5,0.95,0.01,50.0,6506338.216158191
6,0.95,0.02,50.0,6510738.773539685
7,0.95,0.03,50.0,6473933.078700328
8,0.95,0.04,50.0,6472586.168863121
9,0.95,0.05,50.0,6481392.757010537
10,0.75,0.04,50.0,6467969.376019387
11,0.8,0.04,50.0,6463647.593852112
12,0.85,0.04,50.0,6464948.7045472525
13,0.9,0.04,50.0,6453530.249337902
14,0.95,0.04,50.0,6484374.786269924
