,p_c,p_m,pop_size,Error
0,0.95,0.01,50.0,7220984.869012781
1,0.95,0.02,50.0,7200499.271960032
2,0.95,0.03,50.0,7228009.89047208
3,0.95,0.04,50.0,7191366.02660682
4,0.95,0.05,50.0,7169815.702300315
5,0.9,0.05,10.0,7239880.913523044
6,0.9,0.05,20.0,7195833.562173424
7,0.9,0.05,30.0,7169111.668630854
8,0.9,0.05,40.0,7182395.79584637
9,0.9,0.05,50.0,7200689.247644782
10,0.75,0.05,30.0,7205269.85883003
11,0.8,0.05,30.0,7205830.545217419
12,0.85,0.05,30.0,7235953.815984704
13,0.9,0.05,30.0,7162853.051507914
14,0.95,0.05,30.0,7216211.401190647
