,p_c,p_m,pop_size,Error
0,0.75,0.01,20.0,6800648.870089406
1,0.8,0.01,20.0,6839448.242752962
2,0.85,0.01,20.0,6849315.036673329
3,0.9,0.01,20.0,6770637.719288658
4,0.95,0.01,20.0,6805967.786450782
5,0.9,0.02,10.0,6768867.046909206
6,0.9,0.02,20.0,6814544.055800796
7,0.9,0.02,30.0,6736938.234402367
8,0.9,0.02,40.0,6784743.523181017
9,0.9,0.02,50.0,6764177.951287426
10,0.9,0.01,30.0,6763852.804009998
11,0.9,0.02,30.0,6825311.111161962
12,0.9,0.03,30.0,6761258.197914297
13,0.9,0.04,30.0,6735389.827913378
14,0.9,0.05,30.0,6688452.358009775
