,p_c,p_m,pop_size,Error
0,0.75,0.01,10.0,6381759.821569407
1,0.75,0.02,10.0,6312300.6091625905
2,0.75,0.03,10.0,6385050.508484251
3,0.75,0.04,10.0,6378203.997915999
4,0.75,0.05,10.0,6404382.844885297
5,0.75,0.02,10.0,6407624.214933236
6,0.75,0.02,20.0,6367889.749784628
7,0.75,0.02,30.0,6307350.143458438
8,0.75,0.02,40.0,6317997.2612485
9,0.75,0.02,50.0,6343664.169205921
10,0.75,0.02,30.0,6320990.256768524
11,0.8,0.02,30.0,6324164.523356424
12,0.85,0.02,30.0,6314377.686237556
13,0.9,0.02,30.0,6335710.548628248
14,0.95,0.02,30.0,6371228.205279565
