,p_c,p_m,pop_size,Error
0,0.75,0.05,40.0,353077.87632571626
1,0.9,0.05,50.0,376873.49826011155
2,0.75,0.05,50.0,411139.90380880405
3,0.85,0.03,40.0,460996.70294457395
4,0.95,0.01,50.0,472591.8502739225
5,0.75,0.05,50.0,600995.5584716147
6,0.9,0.04,40.0,1073064.5300495385
7,0.85,0.04,30.0,1518133.5552296594
8,0.95,0.05,30.0,1515717.8652976537
9,0.9,0.05,40.0,308078.768477064
