,p_c,p_m,pop_size,Error
0,0.75,0.04,50.0,5756263.442691582
1,0.8,0.04,50.0,5831442.80042446
2,0.85,0.04,50.0,5762062.568032743
3,0.9,0.04,50.0,5779212.656716058
4,0.95,0.04,50.0,5797550.028788445
5,0.75,0.01,10.0,5915241.456339585
6,0.75,0.01,20.0,5842469.246987794
7,0.75,0.01,30.0,5852787.202266043
8,0.75,0.01,40.0,5849058.99113147
9,0.75,0.01,50.0,5861540.939533063
10,0.75,0.01,20.0,5903781.110506287
11,0.75,0.02,20.0,5820298.50886981
12,0.75,0.03,20.0,5761689.636590382
13,0.75,0.04,20.0,5854579.185556969
14,0.75,0.05,20.0,5794807.885423301
