,p_c,p_m,pop_size,Error
0,0.8,0.01,10.0,7252386.110470355
1,0.8,0.01,20.0,7239648.702184761
2,0.8,0.01,30.0,7227880.578449251
3,0.8,0.01,40.0,7241119.297406227
4,0.8,0.01,50.0,7236414.586561402
5,0.75,0.01,30.0,7248641.687065982
6,0.75,0.02,30.0,7241924.946371671
7,0.75,0.03,30.0,7246999.20718492
8,0.75,0.04,30.0,7235937.022124113
9,0.75,0.05,30.0,7206853.671832684
10,0.75,0.05,30.0,7211368.625439528
11,0.8,0.05,30.0,7191699.787773471
12,0.85,0.05,30.0,7175127.089875981
13,0.9,0.05,30.0,7221721.507549661
14,0.95,0.05,30.0,7204574.10211938
