,p_c,p_m,pop_size,Error
0,0.75,0.05,10.0,6973580.561016402
1,0.8,0.05,10.0,6977970.559444323
2,0.85,0.05,10.0,6897641.695340809
3,0.9,0.05,10.0,6844928.18006644
4,0.95,0.05,10.0,6849069.65740888
5,0.9,0.04,10.0,6959015.178652918
6,0.9,0.04,20.0,6824325.914383308
7,0.9,0.04,30.0,6951430.57078953
8,0.9,0.04,40.0,6956001.055071358
9,0.9,0.04,50.0,6918210.087634932
10,0.9,0.01,20.0,6971353.493239446
11,0.9,0.02,20.0,6958753.315361184
12,0.9,0.03,20.0,6940664.179074304
13,0.9,0.04,20.0,6923839.721527431
14,0.9,0.05,20.0,6812835.855418415
