,p_c,p_m,pop_size,Error
0,0.75,0.01,30.0,7053063.879542393
1,0.75,0.02,30.0,6952101.019249807
2,0.75,0.03,30.0,6946287.126370525
3,0.75,0.04,30.0,6987428.070486114
4,0.75,0.05,30.0,6952232.994699125
5,0.75,0.03,10.0,7019284.970857328
6,0.75,0.03,20.0,6879617.62613366
7,0.75,0.03,30.0,6858902.337781918
8,0.75,0.03,40.0,6929517.423742655
9,0.75,0.03,50.0,6932379.181631922
10,0.75,0.03,30.0,6916571.75473775
11,0.8,0.03,30.0,6971114.244431448
12,0.85,0.03,30.0,6983119.678210194
13,0.9,0.03,30.0,6945079.579373425
14,0.95,0.03,30.0,6994634.670787158
