,p_c,p_m,pop_size,Error
0,0.75,0.05,10,7221875.606295247
1,0.8,0.05,10,7248526.721043977
2,0.85,0.05,10,7234961.650214298
3,0.9,0.05,10,7243310.831167571
4,0.95,0.05,10,7247727.24354323
5,0.75,0.01,10,7254455.298290751
6,0.75,0.02,10,7233858.147320022
7,0.75,0.03,10,7230110.4870285215
8,0.75,0.04,10,7211273.696085206
9,0.75,0.05,10,7225652.593138907
10,0.75,0.04,10,7250476.681117642
11,0.75,0.04,20,7224664.243063888
12,0.75,0.04,30,7224850.765357733
13,0.75,0.04,40,7230639.052933059
14,0.75,0.04,50,7239411.7738320725
