,p_c,p_m,pop_size,Error
0,0.75,0.02,30,7244818.85696767
1,0.8,0.02,30,7253463.03164455
2,0.85,0.02,30,7228178.206626328
3,0.9,0.02,30,7238545.06475021
4,0.95,0.02,30,7206887.15023727
5,0.95,0.01,30,7260382.566454988
6,0.95,0.02,30,7236405.461341469
7,0.95,0.03,30,7228735.317769101
8,0.95,0.04,30,7206409.8125804635
9,0.95,0.05,30,7246071.393576056
10,0.95,0.04,10,7255933.535657076
11,0.95,0.04,20,7208962.629391909
12,0.95,0.04,30,7245000.278547234
13,0.95,0.04,40,7239058.181825085
14,0.95,0.04,50,7204203.427583371
