,p_c,p_m,pop_size,Error
0,0.75,0.04,10.0,7152275.947149571
1,0.75,0.04,20.0,7162406.331416561
2,0.75,0.04,30.0,7133670.322784937
3,0.75,0.04,40.0,7160388.250449189
4,0.75,0.04,50.0,7147560.576270499
5,0.85,0.01,30.0,7168239.5318530565
6,0.85,0.02,30.0,7112445.307678627
7,0.85,0.03,30.0,7159054.724997931
8,0.85,0.04,30.0,7125520.189254692
9,0.85,0.05,30.0,7132923.014583475
10,0.75,0.02,30.0,7163379.895426309
11,0.8,0.02,30.0,7164552.005817989
12,0.85,0.02,30.0,7143748.2195200855
13,0.9,0.02,30.0,7137743.875833244
14,0.95,0.02,30.0,7151305.565085281
