,p_c,p_m,pop_size,Error
0,0.8,0.01,50.0,5935797.824488562
1,0.8,0.02,50.0,5981947.960217778
2,0.8,0.03,50.0,5974879.440915956
3,0.8,0.04,50.0,5959554.489181639
4,0.8,0.05,50.0,5952864.7894838685
5,0.8,0.01,10.0,5991176.939938364
6,0.8,0.01,20.0,5994256.401790873
7,0.8,0.01,30.0,5996458.023406346
8,0.8,0.01,40.0,5988342.038662139
9,0.8,0.01,50.0,5966530.166838454
10,0.75,0.01,50.0,5983986.714335696
11,0.8,0.01,50.0,5977835.149069032
12,0.85,0.01,50.0,5971364.1103355
13,0.9,0.01,50.0,5986208.611379834
14,0.95,0.01,50.0,5965955.23639119
