,p_c,p_m,pop_size,Error
0,0.75,0.03,20.0,7104481.358277254
1,0.8,0.03,20.0,7056985.425418595
2,0.85,0.03,20.0,6999911.592383676
3,0.9,0.03,20.0,7077124.211175813
4,0.95,0.03,20.0,6885368.453919765
5,0.95,0.01,10.0,7159284.618630526
6,0.95,0.01,20.0,7120782.760326587
7,0.95,0.01,30.0,7040318.845727191
8,0.95,0.01,40.0,6927981.009330872
9,0.95,0.01,50.0,7061529.520676319
10,0.95,0.01,40.0,7004902.337431308
11,0.95,0.02,40.0,6947789.130832629
12,0.95,0.03,40.0,6959376.9075891925
13,0.95,0.04,40.0,6993872.467623661
14,0.95,0.05,40.0,6913120.504391798
