,p_c,p_m,pop_size,Error
0,0.75,0.01,20,6534695.628206929
1,0.8,0.01,20,6523491.055122021
2,0.85,0.01,20,6518113.812928719
3,0.9,0.01,20,6493698.276122618
4,0.95,0.01,20,6522462.167649165
5,0.9,0.01,20,6532531.965204339
6,0.9,0.02,20,6512155.746240985
7,0.9,0.03,20,6522752.874905161
8,0.9,0.04,20,6500443.662881863
9,0.9,0.05,20,6498766.5442848485
10,0.9,0.05,10,6512451.7766705
11,0.9,0.05,20,6500331.530095349
12,0.9,0.05,30,6513781.694477427
13,0.9,0.05,40,6515286.353352428
14,0.9,0.05,50,6515366.627612342
