,p_c,p_m,pop_size,Error
0,0.75,0.05,50.0,401060.7693492899
1,0.85,0.05,30.0,403829.4053631609
2,0.75,0.02,50.0,449189.08085525665
3,0.95,0.04,50.0,482083.08697679144
4,0.9,0.04,40.0,490688.40607973066
5,0.8,0.03,10.0,681608.969593483
6,0.95,0.05,20.0,1125055.757446052
7,0.75,0.02,10.0,1605969.8718160242
8,0.85,0.03,30.0,1646747.8353261391
9,0.75,0.05,20.0,343962.58924073214
