,p_c,p_m,pop_size,Error
0,0.95,0.05,10.0,6512771.898238468
1,0.95,0.05,20.0,6489829.033212743
2,0.95,0.05,30.0,6512225.196056042
3,0.95,0.05,40.0,6507064.432761652
4,0.95,0.05,50.0,6510620.142357041
5,0.75,0.01,20.0,6521176.125635556
6,0.75,0.02,20.0,6500689.403138367
7,0.75,0.03,20.0,6528955.138680695
8,0.75,0.04,20.0,6527802.647087902
9,0.75,0.05,20.0,6486433.402973126
10,0.75,0.05,20.0,6510576.149564981
11,0.8,0.05,20.0,6521191.763648279
12,0.85,0.05,20.0,6509159.671733256
13,0.9,0.05,20.0,6509677.1600082135
14,0.95,0.05,20.0,6487227.35236622
