,p_w,p_c,pop_size,Error
0,0.1,1.9,20.0,5920629.101439213
1,0.3,1.9,20.0,5885204.773527245
2,0.5,1.9,20.0,5904587.057495092
3,0.7,1.9,20.0,5902252.620006359
4,0.9,1.9,20.0,5895006.927318213
5,0.3,1.9,10.0,5881695.001218199
6,0.3,1.9,20.0,5859926.756106898
7,0.3,1.9,30.0,5910916.709715604
8,0.3,1.9,40.0,5903940.055082808
9,0.3,1.9,50.0,5903039.7052302845
10,0.3,1.3,20.0,5856462.121874234
11,0.3,1.5,20.0,5893196.493166583
12,0.3,1.7,20.0,5899708.079609331
13,0.3,1.9,20.0,5869413.111882106
14,0.3,2.1,20.0,5907663.033852366
