,p_c,p_m,pop_size,Error
0,0.95,0.01,40.0,6953204.239799155
1,0.95,0.02,40.0,6973016.308440838
2,0.95,0.03,40.0,6976316.480928923
3,0.95,0.04,40.0,6949194.405448349
4,0.95,0.05,40.0,6800118.637540602
5,0.85,0.05,10.0,7008525.159098218
6,0.85,0.05,20.0,6997371.700114866
7,0.85,0.05,30.0,6957745.766790676
8,0.85,0.05,40.0,6824749.249316754
9,0.85,0.05,50.0,6898476.99277951
10,0.75,0.05,40.0,6852171.2854220625
11,0.8,0.05,40.0,6959794.966266877
12,0.85,0.05,40.0,6932252.101466757
13,0.9,0.05,40.0,6945995.35679626
14,0.95,0.05,40.0,6939334.163616387
