,p_c,p_m,pop_size,Error
0,0.85,0.01,20.0,7150628.7738094805
1,0.85,0.02,20.0,7031403.967435287
2,0.85,0.03,20.0,6994710.144224397
3,0.85,0.04,20.0,7080199.850797947
4,0.85,0.05,20.0,7122939.000478979
5,0.9,0.03,10.0,7122330.122029172
6,0.9,0.03,20.0,7154193.950588906
7,0.9,0.03,30.0,7012749.571251731
8,0.9,0.03,40.0,6970126.585636744
9,0.9,0.03,50.0,7068918.478736911
10,0.75,0.03,40.0,7099862.641052995
11,0.8,0.03,40.0,7082853.260400218
12,0.85,0.03,40.0,7069195.700055908
13,0.9,0.03,40.0,7036793.20770966
14,0.95,0.03,40.0,7015672.984790565
