,p_c,p_m,pop_size,Error
0,0.75,0.05,50,6943273.591544782
1,0.8,0.05,50,6927408.800369517
2,0.85,0.05,50,6931031.2991487635
3,0.9,0.05,50,6891107.981777913
4,0.95,0.05,50,6944106.906741816
5,0.9,0.01,10,6964154.164135546
6,0.9,0.02,10,6955852.442444953
7,0.9,0.03,10,6963635.063337487
8,0.9,0.04,10,6960394.028439264
9,0.9,0.05,10,6964510.40064167
10,0.9,0.02,10,6951671.283054444
11,0.9,0.02,20,6960326.836133574
12,0.9,0.02,30,6926951.604761879
13,0.9,0.02,40,6969305.361657671
14,0.9,0.02,50,6975030.273710681
