,p_c,p_m,pop_size,Error
0,0.75,0.05,10.0,7290728.163165875
1,0.75,0.05,20.0,7248097.811133927
2,0.75,0.05,30.0,7272593.388840291
3,0.75,0.05,40.0,7262016.321687934
4,0.75,0.05,50.0,7251785.104686249
5,0.75,0.02,20.0,7290401.646936835
6,0.8,0.02,20.0,7274015.685755287
7,0.85,0.02,20.0,7258776.583735442
8,0.9,0.02,20.0,7264355.114308731
9,0.95,0.02,20.0,7279918.413325787
10,0.85,0.01,20.0,7293813.3453684375
11,0.85,0.02,20.0,7271365.597007864
12,0.85,0.03,20.0,7283465.975404138
13,0.85,0.04,20.0,7234155.255618479
14,0.85,0.05,20.0,7288875.76714514
