,p_c,p_m,pop_size,Error
0,0.95,0.01,10.0,6511183.284381497
1,0.95,0.02,10.0,6506604.054489982
2,0.95,0.03,10.0,6502437.6098468825
3,0.95,0.04,10.0,6517856.954424597
4,0.95,0.05,10.0,6484231.568893917
5,0.85,0.05,10.0,6463725.687120727
6,0.85,0.05,20.0,6493365.151251011
7,0.85,0.05,30.0,6445505.504873924
8,0.85,0.05,40.0,6451877.057519887
9,0.85,0.05,50.0,6481735.626147603
10,0.75,0.05,30.0,6474364.566205341
11,0.8,0.05,30.0,6486390.7361458065
12,0.85,0.05,30.0,6491971.371830682
13,0.9,0.05,30.0,6479817.828321567
14,0.95,0.05,30.0,6497067.943501079
