,p_c,p_m,pop_size,Error
0,0.75,0.04,20,297.81641289802315
1,0.8,0.04,20,303.3536536635578
2,0.85,0.04,20,309.1201643270737
3,0.9,0.04,20,305.9793839698525
4,0.95,0.04,20,302.38233686211464
5,0.75,0.01,10,317.71202814435594
6,0.75,0.02,10,318.4177687323686
7,0.75,0.03,10,310.1974583377377
8,0.75,0.04,10,294.6591438054746
9,0.75,0.05,10,303.71062208553633
10,0.75,0.04,10,298.5614518359946
11,0.75,0.04,20,300.87341199369376
12,0.75,0.04,30,293.2228429532312
13,0.75,0.04,40,384.3875837932956
14,0.75,0.04,50,294.27530799648906
