,p_c,p_m,pop_size,Error
0,0.85,0.01,10.0,321.29521985967705
1,0.85,0.01,20.0,311.0430335655052
2,0.85,0.01,30.0,317.44047693960357
3,0.85,0.01,40.0,315.59308413348583
4,0.85,0.01,50.0,322.054220505274
5,0.85,0.01,20.0,318.293136898543
6,0.85,0.02,20.0,311.7262121601216
7,0.85,0.03,20.0,292.3004991073148
8,0.85,0.04,20.0,295.70452400541075
9,0.85,0.05,20.0,317.9376829249458
10,0.75,0.03,20.0,324.94280191782866
11,0.8,0.03,20.0,303.7447453482088
12,0.85,0.03,20.0,304.688534185972
13,0.9,0.03,20.0,298.3055352264974
14,0.95,0.03,20.0,311.7517130906446
