,p_c,p_m,pop_size,Error
0,0.8,0.02,10.0,331.90156334158
1,0.8,0.02,20.0,314.1772859361496
2,0.8,0.02,30.0,294.7910975237102
3,0.8,0.02,40.0,310.33481996961507
4,0.8,0.02,50.0,307.16904997107315
5,0.75,0.01,30.0,321.32501012856955
6,0.8,0.01,30.0,319.0743742637215
7,0.85,0.01,30.0,310.48021344239066
8,0.9,0.01,30.0,320.0344263115447
9,0.95,0.01,30.0,311.4647607046179
10,0.85,0.01,30.0,311.9034901676597
11,0.85,0.02,30.0,302.5811563608387
12,0.85,0.03,30.0,306.85478820897004
13,0.85,0.04,30.0,258.5734048892187
14,0.85,0.05,30.0,298.56390874715805
