,p_c,p_m,pop_size,Error
0,0.85,0.02,10.0,322.3453766371979
1,0.85,0.02,20.0,304.87955810958914
2,0.85,0.02,30.0,299.0596746120731
3,0.85,0.02,40.0,304.4657868685327
4,0.85,0.02,50.0,297.6142830166561
5,0.75,0.02,50.0,315.5134775306567
6,0.8,0.02,50.0,292.0968153289589
7,0.85,0.02,50.0,303.34184152097816
8,0.9,0.02,50.0,311.36782676901566
9,0.95,0.02,50.0,309.41606897108136
10,0.8,0.01,50.0,297.4024178687157
11,0.8,0.02,50.0,292.286231814968
12,0.8,0.03,50.0,312.86403819093994
13,0.8,0.04,50.0,281.027280806342
14,0.8,0.05,50.0,281.5572064262476
