,p_c,p_m,pop_size,Error
0,0.75,0.02,10.0,327.2012312242239
1,0.75,0.02,20.0,312.6853336531293
2,0.75,0.02,30.0,310.71675850750023
3,0.75,0.02,40.0,288.77416393045553
4,0.75,0.02,50.0,306.5813854624113
5,0.75,0.05,40.0,295.17992981060667
6,0.8,0.05,40.0,282.6121941591752
7,0.85,0.05,40.0,301.9100922994239
8,0.9,0.05,40.0,290.70758740702894
9,0.95,0.05,40.0,277.9827304778841
10,0.95,0.01,40.0,313.15620588582516
11,0.95,0.02,40.0,313.8134409434447
12,0.95,0.03,40.0,312.1402568646876
13,0.95,0.04,40.0,281.501237761589
14,0.95,0.05,40.0,282.62908921612836
