,p_w,p_c,pop_size,Error
0,0.9,1.5,30.0,36.877848890251926
1,0.7,1.7,30.0,33.59999200003861
2,0.5,2.1,50.0,33.34497768199074
3,0.5,1.7,50.0,32.9479707262918
4,0.5,1.5,50.0,26.641586748046283
5,0.7,2.1,20.0,33.76226252115673
6,0.1,2.1,50.0,31.25011066756531
7,0.9,1.9,30.0,33.25830129396682
8,0.1,1.3,20.0,34.046052174791484
9,0.3,1.7,40.0,32.98021606400441
