,p_c,p_m,pop_size,Error
0,0.75,0.02,50,298.8974725203835
1,0.8,0.02,50,300.3187789619544
2,0.85,0.02,50,293.09056640029087
3,0.9,0.02,50,300.79146512373575
4,0.95,0.02,50,295.76208370644
5,0.85,0.01,30,303.5909573290086
6,0.85,0.02,30,299.9534333943474
7,0.85,0.03,30,309.37414794144314
8,0.85,0.04,30,289.01860155674785
9,0.85,0.05,30,290.6243799280975
10,0.85,0.04,10,303.9726080381755
11,0.85,0.04,20,302.235215054768
12,0.85,0.04,30,284.5155923431716
13,0.85,0.04,40,301.7797382545462
14,0.85,0.04,50,294.03165153423754
