,p_c,p_m,pop_size,Error
0,0.75,0.02,40,291.1835331171567
1,0.8,0.02,40,337.00052741429494
2,0.85,0.02,40,310.3439941266096
3,0.9,0.02,40,307.452040579463
4,0.95,0.02,40,298.3164026185993
5,0.75,0.01,30,302.22419130501487
6,0.75,0.02,30,318.53245349575917
7,0.75,0.03,30,297.4895633826403
8,0.75,0.04,30,373.46978250139745
9,0.75,0.05,30,309.31429583436653
10,0.75,0.03,10,313.7622763075115
11,0.75,0.03,20,357.21993885550654
12,0.75,0.03,30,301.85310389063136
13,0.75,0.03,40,301.0071736161042
14,0.75,0.03,50,304.60720135330547
